IssueId,Date,ClAdjLoc
01990601_synthetic_1,2017-04-26,51.532387
01990601_synthetic_1,2017-04-27,52.91649
01990601_synthetic_1,2017-04-28,52.413155
01990601_synthetic_1,2017-05-01,55.019966
01990601_synthetic_1,2017-05-02,56.706253
01990601_synthetic_1,2017-05-03,54.67327
01990601_synthetic_1,2017-05-04,56.025642
01990601_synthetic_1,2017-05-05,57.380302
01990601_synthetic_1,2017-05-08,54.43548
01990601_synthetic_1,2017-05-09,56.0204
01990601_synthetic_1,2017-05-10,55.953705
01990601_synthetic_1,2017-05-11,58.08988
01990601_synthetic_1,2017-05-12,54.649895
01990601_synthetic_1,2017-05-15,53.784348
01990601_synthetic_1,2017-05-16,54.195545
01990601_synthetic_1,2017-05-17,58.15445
01990601_synthetic_1,2017-05-18,58.325436
01990601_synthetic_1,2017-05-19,56.273872
01990601_synthetic_1,2017-05-22,57.95281
01990601_synthetic_1,2017-05-23,58.960777
01990601_synthetic_1,2017-05-24,58.488903
01990601_synthetic_1,2017-05-25,60.938972
01990601_synthetic_1,2017-05-26,58.621647
01990601_synthetic_1,2017-05-29,57.245934
01990601_synthetic_1,2017-05-30,55.33157
01990601_synthetic_1,2017-05-31,59.395653
01990601_synthetic_1,2017-06-01,56.783787
01990601_synthetic_1,2017-06-02,57.913006
01990601_synthetic_1,2017-06-05,56.251366
01990601_synthetic_1,2017-06-06,58.107468
01990601_synthetic_1,2017-06-07,60.431587
01990601_synthetic_1,2017-06-08,59.406
01990601_synthetic_1,2017-06-09,60.188927
01990601_synthetic_1,2017-06-12,58.590263
01990601_synthetic_1,2017-06-13,60.915115
01990601_synthetic_1,2017-06-14,59.76685
01990601_synthetic_1,2017-06-15,58.986137
01990601_synthetic_1,2017-06-16,58.536003
01990601_synthetic_1,2017-06-19,59.50402
01990601_synthetic_1,2017-06-20,60.88079
01990601_synthetic_1,2017-06-21,57.69555
01990601_synthetic_1,2017-06-22,57.675278
01990601_synthetic_1,2017-06-23,56.4719
01990601_synthetic_1,2017-06-26,55.144436
01990601_synthetic_1,2017-06-27,57.04638
01990601_synthetic_1,2017-06-28,58.815063
02973401_synthetic_2,2017-11-30,35.9
02973401_synthetic_2,2017-12-01,36.309937
02973401_synthetic_2,2017-12-04,35.5005
02973401_synthetic_2,2017-12-05,35.832424
02973401_synthetic_2,2017-12-06,36.413216
02973401_synthetic_2,2017-12-07,36.082333
02973401_synthetic_2,2017-12-08,35.84297
02973401_synthetic_2,2017-12-11,36.41448
02973401_synthetic_2,2017-12-12,35.78045
02973401_synthetic_2,2017-12-13,35.198822
02973401_synthetic_2,2017-12-14,35.58423
02973401_synthetic_2,2017-12-15,35.417892
02973401_synthetic_2,2017-12-18,35.513733
02973401_synthetic_2,2017-12-19,35.3945
02973401_synthetic_2,2017-12-20,36.003967
02973401_synthetic_2,2017-12-21,36.23944
02973401_synthetic_2,2017-12-22,35.079487
02973401_synthetic_2,2017-12-25,35.98712
02973401_synthetic_2,2017-12-26,35.712994
02973401_synthetic_2,2017-12-27,35.11858
02973401_synthetic_2,2017-12-28,34.396835
02973401_synthetic_2,2017-12-29,34.15653
02973401_synthetic_2,2018-01-01,33.7868
02973401_synthetic_2,2018-01-02,34.234764
02973401_synthetic_2,2018-01-03,33.33838
02973401_synthetic_2,2018-01-04,32.88437
02973401_synthetic_2,2018-01-05,33.237965
02973401_synthetic_2,2018-01-08,32.323776
02973401_synthetic_2,2018-01-09,32.80716
02973401_synthetic_2,2018-01-10,33.365936
02973401_synthetic_2,2018-01-11,33.45123
02973401_synthetic_2,2018-01-12,33.80633
02973401_synthetic_2,2018-01-15,33.25484
02973401_synthetic_2,2018-01-16,33.528786
02973401_synthetic_2,2018-01-17,33.586826
02973401_synthetic_2,2018-01-18,34.234325
02973401_synthetic_2,2018-01-19,34.830917
02973401_synthetic_2,2018-01-22,34.646687
02973401_synthetic_2,2018-01-23,35.031048
02973401_synthetic_2,2018-01-24,34.196697
02973401_synthetic_2,2018-01-25,34.467697
02973401_synthetic_2,2018-01-26,33.99974
02973401_synthetic_2,2018-01-29,33.74631
02973401_synthetic_2,2018-01-30,33.73825
02973401_synthetic_2,2018-01-31,33.708206
02973401_synthetic_2,2018-02-01,33.188232
02973401_synthetic_2,2018-02-02,33.17391
02973401_synthetic_2,2018-02-05,33.00939
02973401_synthetic_2,2018-02-06,32.87377
02973401_synthetic_2,2018-02-07,33.319447
02973401_synthetic_2,2018-02-08,32.9529
02973401_synthetic_2,2018-02-09,33.063427
02973401_synthetic_2,2018-02-12,32.50225
02973401_synthetic_2,2018-02-13,33.08533
02973401_synthetic_2,2018-02-14,32.23151
02973401_synthetic_2,2018-02-15,32.81994
02973401_synthetic_2,2018-02-16,32.213516
02973401_synthetic_2,2018-02-19,33.035366
02973401_synthetic_2,2018-02-20,32.53261
02973401_synthetic_2,2018-02-21,32.053905
02973401_synthetic_2,2018-02-22,32.366066
02973401_synthetic_2,2018-02-23,32.35891
02973401_synthetic_2,2018-02-26,32.40367
02973401_synthetic_2,2018-02-27,32.854435
02973401_synthetic_2,2018-02-28,31.71011
02973401_synthetic_2,2018-03-01,31.820974
02973401_synthetic_2,2018-03-02,31.539791
02973401_synthetic_2,2018-03-05,32.19951
02973401_synthetic_2,2018-03-06,32.751595
02973401_synthetic_2,2018-03-07,32.656223
02973401_synthetic_2,2018-03-08,32.309536
02973401_synthetic_2,2018-03-09,32.158367
02973401_synthetic_2,2018-03-12,31.622738
02973401_synthetic_2,2018-03-13,31.884533
02973401_synthetic_2,2018-03-14,31.084667
02973401_synthetic_2,2018-03-15,30.552576
02973401_synthetic_2,2018-03-16,30.49097
02973401_synthetic_2,2018-03-19,30.43491
02973401_synthetic_2,2018-03-20,30.71137
02973401_synthetic_2,2018-03-21,30.099892
02973401_synthetic_2,2018-03-22,29.931253
02973401_synthetic_2,2018-03-23,30.36191
02973401_synthetic_2,2018-03-26,30.434717
02973401_synthetic_2,2018-03-27,30.674742
02973401_synthetic_2,2018-03-28,30.709085
02973401_synthetic_2,2018-03-29,30.767813
02973401_synthetic_2,2018-03-30,30.992554
02973401_synthetic_2,2018-04-02,31.224962
02973401_synthetic_2,2018-04-03,31.326302
02973401_synthetic_2,2018-04-04,30.88374
02973401_synthetic_2,2018-04-05,31.4176
02973401_synthetic_2,2018-04-06,31.481178
02973401_synthetic_2,2018-04-09,32.04573
02973401_synthetic_2,2018-04-10,32.33422
02973401_synthetic_2,2018-04-11,32.18875
02973401_synthetic_2,2018-04-12,31.903034
02973401_synthetic_2,2018-04-13,32.006165
02973401_synthetic_2,2018-04-16,33.03827
02973401_synthetic_2,2018-04-17,33.369743
02973401_synthetic_2,2018-04-18,33.372494
02973401_synthetic_2,2018-04-19,33.253178
00459801_synthetic_3,2017-07-10,218.87
00459801_synthetic_3,2017-07-11,217.29425
00459801_synthetic_3,2017-07-12,216.6492
00459801_synthetic_3,2017-07-13,213.73735
00459801_synthetic_3,2017-07-14,213.64354
00459801_synthetic_3,2017-07-17,214.77847
00459801_synthetic_3,2017-07-18,226.74779
00459801_synthetic_3,2017-07-19,227.01746
00459801_synthetic_3,2017-07-20,225.41776
00459801_synthetic_3,2017-07-21,226.28346
00459801_synthetic_3,2017-07-24,222.28258
00459801_synthetic_3,2017-07-25,228.45103
00459801_synthetic_3,2017-07-26,224.60747
00459801_synthetic_3,2017-07-27,226.89319
00459801_synthetic_3,2017-07-28,228.0248
00459801_synthetic_3,2017-07-31,231.98477
00459801_synthetic_3,2017-08-01,232.84793
00459801_synthetic_3,2017-08-02,231.74438
00459801_synthetic_3,2017-08-03,234.25256
00459801_synthetic_3,2017-08-04,231.03662
00459801_synthetic_3,2017-08-07,232.90886
00459801_synthetic_3,2017-08-08,232.95667
00459801_synthetic_3,2017-08-09,230.74338
00459801_synthetic_3,2017-08-10,232.01765
00459801_synthetic_3,2017-08-11,230.47148
00459801_synthetic_3,2017-08-14,236.69135
00459801_synthetic_3,2017-08-15,234.39377
00459801_synthetic_3,2017-08-16,233.2161
00459801_synthetic_3,2017-08-17,231.82114
00459801_synthetic_3,2017-08-18,230.86855
00459801_synthetic_3,2017-08-21,231.75342
00459801_synthetic_3,2017-08-22,232.27396
00459801_synthetic_3,2017-08-23,230.87085
00459801_synthetic_3,2017-08-24,234.21924
00459801_synthetic_3,2017-08-25,238.0069
00459801_synthetic_3,2017-08-28,241.74709
00459801_synthetic_3,2017-08-29,240.24298
00459801_synthetic_3,2017-08-30,238.02882
00459801_synthetic_3,2017-08-31,235.3458
00459801_synthetic_3,2017-09-01,233.19876
00459801_synthetic_3,2017-09-04,239.96516
00459801_synthetic_3,2017-09-05,235.3659
00459801_synthetic_3,2017-09-06,235.84927
00459801_synthetic_3,2017-09-07,237.39462
00459801_synthetic_3,2017-09-08,230.63162
00459801_synthetic_3,2017-09-11,237.24606
00459801_synthetic_3,2017-09-12,241.20837
00459801_synthetic_3,2017-09-13,238.22101
00459801_synthetic_3,2017-09-14,234.61148
00459801_synthetic_3,2017-09-15,236.65704
00459801_synthetic_3,2017-09-18,235.1263
00459801_synthetic_3,2017-09-19,238.79446
00459801_synthetic_3,2017-09-20,240.28366
00459801_synthetic_3,2017-09-21,242.43985
00459801_synthetic_3,2017-09-22,247.7011
00459801_synthetic_3,2017-09-25,248.73029
00459801_synthetic_3,2017-09-26,246.81079
00459801_synthetic_3,2017-09-27,252.86975
00459801_synthetic_3,2017-09-28,254.68605
00459801_synthetic_3,2017-09-29,259.3753
00459801_synthetic_3,2017-10-02,262.35654
00459801_synthetic_3,2017-10-03,258.3658
00459801_synthetic_3,2017-10-04,251.78256
00459801_synthetic_3,2017-10-05,252.69151
00459801_synthetic_3,2017-10-06,255.39384
00459801_synthetic_3,2017-10-09,254.59451
00459801_synthetic_3,2017-10-10,250.54938
00459801_synthetic_3,2017-10-11,244.38965
00459801_synthetic_3,2017-10-12,243.18726
00459801_synthetic_3,2017-10-13,247.39828
00459801_synthetic_3,2017-10-16,242.55609
00459801_synthetic_3,2017-10-17,242.40387
00459801_synthetic_3,2017-10-18,242.71957
00459801_synthetic_3,2017-10-19,238.59915
00459801_synthetic_3,2017-10-20,241.08017
00459801_synthetic_3,2017-10-23,237.90585
00459801_synthetic_3,2017-10-24,229.95638
00459801_synthetic_3,2017-10-25,229.28839
00459801_synthetic_3,2017-10-26,231.96603
00459801_synthetic_3,2017-10-27,233.25842
00459801_synthetic_3,2017-10-30,231.37085
00459801_synthetic_3,2017-10-31,236.15456
00459801_synthetic_3,2017-11-01,240.1192
00459801_synthetic_3,2017-11-02,236.10751
00459801_synthetic_3,2017-11-03,230.45686
00459801_synthetic_3,2017-11-06,231.6809
00459801_synthetic_3,2017-11-07,229.3093
00459801_synthetic_3,2017-11-08,231.39395
00459801_synthetic_3,2017-11-09,222.93588
00459801_synthetic_3,2017-11-10,219.0745
00459801_synthetic_3,2017-11-13,214.73752
00459801_synthetic_3,2017-11-14,213.58401
00459801_synthetic_3,2017-11-15,211.39
00459801_synthetic_3,2017-11-16,207.93994
00459801_synthetic_3,2017-11-17,211.56325
00459801_synthetic_3,2017-11-20,206.56036
00459801_synthetic_3,2017-11-21,208.5737
00459801_synthetic_3,2017-11-22,213.055
00459801_synthetic_3,2017-11-23,216.06366
00459801_synthetic_3,2017-11-24,218.18794
00459801_synthetic_3,2017-11-27,221.25085
17431301_synthetic_4,2016-04-29,24.66
17431301_synthetic_4,2016-05-02,23.720451
17431301_synthetic_4,2016-05-03,24.992186
17431301_synthetic_4,2016-05-04,24.035618
17431301_synthetic_4,2016-05-05,25.018148
17431301_synthetic_4,2016-05-06,24.820786
17431301_synthetic_4,2016-05-09,25.19305
17431301_synthetic_4,2016-05-10,26.249016
17431301_synthetic_4,2016-05-11,26.59126
17431301_synthetic_4,2016-05-12,25.881598
17431301_synthetic_4,2016-05-13,25.603947
17431301_synthetic_4,2016-05-16,26.396912
17431301_synthetic_4,2016-05-17,27.018673
17431301_synthetic_4,2016-05-18,26.934484
17431301_synthetic_4,2016-05-19,26.775234
17431301_synthetic_4,2016-05-20,26.667625
17431301_synthetic_4,2016-05-23,26.614697
17431301_synthetic_4,2016-05-24,27.18824
17431301_synthetic_4,2016-05-25,26.938972
17431301_synthetic_4,2016-05-26,26.750412
17431301_synthetic_4,2016-05-27,26.012884
17431301_synthetic_4,2016-05-30,26.930012
17431301_synthetic_4,2016-05-31,27.380007
17431301_synthetic_4,2016-06-01,26.990725
17431301_synthetic_4,2016-06-02,26.556686
17431301_synthetic_4,2016-06-03,26.087973
17431301_synthetic_4,2016-06-06,25.94488
17431301_synthetic_4,2016-06-07,25.87611
17431301_synthetic_4,2016-06-08,25.055965
17431301_synthetic_4,2016-06-09,25.535103
17431301_synthetic_4,2016-06-10,24.965832
17431301_synthetic_4,2016-06-13,24.660807
17431301_synthetic_4,2016-06-14,25.03891
17431301_synthetic_4,2016-06-15,24.852507
17431301_synthetic_4,2016-06-16,24.335894
17431301_synthetic_4,2016-06-17,24.758142
17431301_synthetic_4,2016-06-20,24.945683
17431301_synthetic_4,2016-06-21,25.39531
17431301_synthetic_4,2016-06-22,25.007465
17431301_synthetic_4,2016-06-23,24.165356
17431301_synthetic_4,2016-06-24,24.175224
17431301_synthetic_4,2016-06-27,24.541851
17431301_synthetic_4,2016-06-28,26.103954
17431301_synthetic_4,2016-06-29,27.072681
17431301_synthetic_4,2016-06-30,27.419434
17431301_synthetic_4,2016-07-01,27.073738
17431301_synthetic_4,2016-07-04,26.900738
17431301_synthetic_4,2016-07-05,27.700329
17431301_synthetic_4,2016-07-06,27.717731
17431301_synthetic_4,2016-07-07,28.709166
17431301_synthetic_4,2016-07-08,28.449738
17431301_synthetic_4,2016-07-11,28.287146
17431301_synthetic_4,2016-07-12,27.945824
17431301_synthetic_4,2016-07-13,27.683826
17431301_synthetic_4,2016-07-14,26.69488
17431301_synthetic_4,2016-07-15,26.842926
17431301_synthetic_4,2016-07-18,27.189465
17431301_synthetic_4,2016-07-19,26.372158
17431301_synthetic_4,2016-07-20,26.386597
17431301_synthetic_4,2016-07-21,26.08076
17431301_synthetic_4,2016-07-22,26.193838
17431301_synthetic_4,2016-07-25,27.044205
17431301_synthetic_4,2016-07-26,26.408062
17431301_synthetic_4,2016-07-27,26.030727
17431301_synthetic_4,2016-07-28,25.623287
17431301_synthetic_4,2016-07-29,24.324926
17431301_synthetic_4,2016-08-01,24.337742
17431301_synthetic_4,2016-08-02,24.023361
17431301_synthetic_4,2016-08-03,23.751007
17431301_synthetic_4,2016-08-04,24.850368
17431301_synthetic_4,2016-08-05,24.492369
17431301_synthetic_4,2016-08-08,24.325653
17431301_synthetic_4,2016-08-09,24.771996
17431301_synthetic_4,2016-08-10,25.634205
17431301_synthetic_4,2016-08-11,25.326836
17431301_synthetic_4,2016-08-12,24.286995
17431301_synthetic_4,2016-08-15,23.627552
17431301_synthetic_4,2016-08-16,23.904812
17431301_synthetic_4,2016-08-17,23.287191
17431301_synthetic_4,2016-08-18,23.721018
17431301_synthetic_4,2016-08-19,23.636799
17431301_synthetic_4,2016-08-22,23.887821
17431301_synthetic_4,2016-08-23,24.322737
17431301_synthetic_4,2016-08-24,25.298946
17431301_synthetic_4,2016-08-25,25.394115
17431301_synthetic_4,2016-08-26,24.759478
17431301_synthetic_4,2016-08-29,25.067589
17431301_synthetic_4,2016-08-30,25.513124
17431301_synthetic_4,2016-08-31,24.790054
17431301_synthetic_4,2016-09-01,24.043606
17431301_synthetic_4,2016-09-02,24.346848
17431301_synthetic_4,2016-09-05,24.76806
17431301_synthetic_4,2016-09-06,24.97205
17431301_synthetic_4,2016-09-07,25.237476
17431301_synthetic_4,2016-09-08,25.353088
17431301_synthetic_4,2016-09-09,25.299904
17431301_synthetic_4,2016-09-12,24.913479
17431301_synthetic_4,2016-09-13,25.983433
17431301_synthetic_4,2016-09-14,26.084951
17431301_synthetic_4,2016-09-15,26.18554
17431301_synthetic_4,2016-09-16,26.884113
01990601_synthetic_5,2017-05-17,43.36
01990601_synthetic_5,2017-05-18,43.54184
01990601_synthetic_5,2017-05-19,44.48423
01990601_synthetic_5,2017-05-22,44.314304
01990601_synthetic_5,2017-05-23,43.497692
01990601_synthetic_5,2017-05-24,42.991043
01990601_synthetic_5,2017-05-25,43.672287
01990601_synthetic_5,2017-05-26,44.147152
01990601_synthetic_5,2017-05-29,44.60211
01990601_synthetic_5,2017-05-30,45.38707
01990601_synthetic_5,2017-05-31,45.21393
01990601_synthetic_5,2017-06-01,44.996445
01990601_synthetic_5,2017-06-02,44.425392
01990601_synthetic_5,2017-06-05,43.7611
01990601_synthetic_5,2017-06-06,43.95744
01990601_synthetic_5,2017-06-07,44.96978
01990601_synthetic_5,2017-06-08,43.616516
01990601_synthetic_5,2017-06-09,42.699997
01990601_synthetic_5,2017-06-12,43.928337
01990601_synthetic_5,2017-06-13,45.326363
01990601_synthetic_5,2017-06-14,44.93457
01990601_synthetic_5,2017-06-15,45.277374
01990601_synthetic_5,2017-06-16,44.84478
01990601_synthetic_5,2017-06-19,45.671574
01990601_synthetic_5,2017-06-20,44.265797
01990601_synthetic_5,2017-06-21,43.889008
01990601_synthetic_5,2017-06-22,43.17865
01990601_synthetic_5,2017-06-23,43.14875
01990601_synthetic_5,2017-06-26,41.248344
01990601_synthetic_5,2017-06-27,42.422306
01990601_synthetic_5,2017-06-28,41.78001
01990601_synthetic_5,2017-06-29,41.032555
01990601_synthetic_5,2017-06-30,40.506298
01990601_synthetic_5,2017-07-03,41.223392
01990601_synthetic_5,2017-07-04,42.214336
01990601_synthetic_5,2017-07-05,42.033367
01990601_synthetic_5,2017-07-06,41.921524
01990601_synthetic_5,2017-07-07,41.355328
01990601_synthetic_5,2017-07-10,41.429646
01990601_synthetic_5,2017-07-11,41.31366
01990601_synthetic_5,2017-07-12,40.62791
01990601_synthetic_5,2017-07-13,40.07625
01990601_synthetic_5,2017-07-14,40.378407
01990601_synthetic_5,2017-07-17,42.414192
01990601_synthetic_5,2017-07-18,44.02838
01990601_synthetic_5,2017-07-19,44.57984
01990601_synthetic_5,2017-07-20,44.37644
01990601_synthetic_5,2017-07-21,43.02441
01990601_synthetic_5,2017-07-24,42.278114
01990601_synthetic_5,2017-07-25,41.58962
01990601_synthetic_5,2017-07-26,41.411434
01990601_synthetic_5,2017-07-27,41.99111
01990601_synthetic_5,2017-07-28,41.27918
01990601_synthetic_5,2017-07-31,41.064705
01990601_synthetic_5,2017-08-01,40.839905
01990601_synthetic_5,2017-08-02,40.82778
01990601_synthetic_5,2017-08-03,40.628365
01990601_synthetic_5,2017-08-04,39.56548
01990601_synthetic_5,2017-08-07,39.989075
01990601_synthetic_5,2017-08-08,39.4297
01990601_synthetic_5,2017-08-09,39.24703
01990601_synthetic_5,2017-08-10,39.202213
01990601_synthetic_5,2017-08-11,39.533146
01990601_synthetic_5,2017-08-14,39.09014
01990601_synthetic_5,2017-08-15,38.78906
01990601_synthetic_5,2017-08-16,39.342327
01990601_synthetic_5,2017-08-17,39.534515
01990601_synthetic_5,2017-08-18,39.329796
01990601_synthetic_5,2017-08-21,39.551025
01990601_synthetic_5,2017-08-22,39.714054
01990601_synthetic_5,2017-08-23,41.165123
01990601_synthetic_5,2017-08-24,41.451935
01990601_synthetic_5,2017-08-25,42.264744
01990601_synthetic_5,2017-08-28,42.863907
01990601_synthetic_5,2017-08-29,43.10974
01990601_synthetic_5,2017-08-30,42.909836
01990601_synthetic_5,2017-08-31,44.14836
01990601_synthetic_5,2017-09-01,44.06003
01990601_synthetic_5,2017-09-04,44.035713
01990601_synthetic_5,2017-09-05,44.339874
01990601_synthetic_5,2017-09-06,44.33686
01990601_synthetic_5,2017-09-07,44.470856
01990601_synthetic_5,2017-09-08,43.984516
01990601_synthetic_5,2017-09-11,44.837673
01990601_synthetic_5,2017-09-12,45.72474
01990601_synthetic_5,2017-09-13,45.76805
01990601_synthetic_5,2017-09-14,45.210754
01990601_synthetic_5,2017-09-15,44.972546
01990601_synthetic_5,2017-09-18,44.148216
01990601_synthetic_5,2017-09-19,44.643723
01990601_synthetic_5,2017-09-20,43.625206
01990601_synthetic_5,2017-09-21,43.819157
01990601_synthetic_5,2017-09-22,43.329895
01990601_synthetic_5,2017-09-25,43.102554
01990601_synthetic_5,2017-09-26,43.30746
01990601_synthetic_5,2017-09-27,43.42634
01990601_synthetic_5,2017-09-28,43.653484
01990601_synthetic_5,2017-09-29,43.411896
01990601_synthetic_5,2017-10-02,43.66923
01990601_synthetic_5,2017-10-03,43.430172
01990601_synthetic_5,2017-10-04,43.347855
01944001_synthetic_6,2016-10-18,12.2
